AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V
1.0,0.14271919147515977,0.6217492657771732,0.5324468261415313,0.7237561144003937,0.6003416708652634,0.2705538597305795,0.2846703175406902,0.7724592357121917,0.7301324954193879,0.6302681483259678,0.628714414595485,0.34941343455093726,-0.0023280417450286094,0.7245169363012048,0.660926833332683,0.6767037270027065,0.7255229952104407,0.6443914253738824,-0.038369780398826867,0.7750816977796237,0.8408685064414071,0.5746656525774438,0.6727030658844224,0.6626119922590813,0.6525203111609501
0.14271919147515977,1.0,0.11651132076462069,0.038899891197188834,0.13183080893251942,0.026898225712906353,0.31645683385741075,0.14405587506828624,0.030113033277435777,0.12099942926615997,0.16613484777892296,0.42848357609087573,0.32739711267096794,0.2623113719901428,0.3453146664051754,0.1028778043768875,0.011942900986150718,0.20233243361337006,0.1995074263938702,0.17786432073955855,0.31597925587579545,-0.13577659596993766,0.08671965441013291,0.05869865623465776,0.2021256554217491,0.19040843331234625
0.6217492657771732,0.11651132076462069,1.0,0.8980895298812874,0.9418637933855816,0.16614337336695842,0.793674997379344,0.8471842595966906,0.8567388934503471,0.9518076439679829,0.9732080403238053,0.7387738426548185,0.8104423361777556,0.47180565725293144,0.8590934893757728,0.9663424492536734,0.8020294860134355,0.7078996885914742,0.9488274703185918,-0.40039277119238315,0.875838344471547,0.6612817918386554,0.11037137299355737,0.9321709322011117,0.9144428584063155,0.9179328140714207
0.5324468261415313,0.038899891197188834,0.8980895298812874,1.0,0.8532618842675215,-0.017089223243332563,0.798149707734792,0.8678884991501682,0.8595528582673487,0.853236147899629,0.8819160015685192,0.5457321563147265,0.685599050381998,0.5519106889853279,0.7558514423316776,0.9023168386926799,0.7033989278607434,0.5033501645746353,0.8410403199533554,-0.4225143486805603,0.7484322113798269,0.6177657074929959,-0.02227340187154401,0.8988419735592258,0.7821367419617019,0.8030680384827821
0.7237561144003937,0.13183080893251942,0.9418637933855816,0.8532618842675215,1.0,0.25363381935142615,0.6710052216683668,0.7371553843173556,0.9147682463619627,0.984040957208567,0.9492150340014293,0.7517878863334635,0.6677890739261103,0.42489273659631366,0.867992560863244,0.9712235817999599,0.7956732611553575,0.761087636051184,0.9363615799775048,-0.44899418207101177,0.8697280271919847,0.7760286095099131,0.24885614153332128,0.9583338600375343,0.8989213546696162,0.8417993198797782
0.6003416708652634,0.026898225712906353,0.16614337336695842,-0.017089223243332563,0.25363381935142615,1.0,-0.29711755312500837,-0.2873119969932476,0.17505955381118832,0.2921074335171147,0.08701372489252315,0.37485828445813923,-0.022888669184915285,-0.3719421502963549,0.14045734400680282,0.11541767469432417,0.4647299104140597,0.6305399992103231,0.23231021416455838,0.20745871682896222,0.3607114221620235,0.5297277211398226,0.7394080947224819,0.11349272536405597,0.24058276553715507,0.3083342043754971
0.2705538597305795,0.31645683385741075,0.793674997379344,0.798149707734792,0.6710052216683668,-0.29711755312500837,1.0,0.9088317936647021,0.6191175791632626,0.6595393078817565,0.8204832056665322,0.5773322385022854,0.837031237084587,0.6470336318485689,0.7511603261715872,0.7715799203293748,0.47188361673173546,0.3301241639523013,0.7528303171517208,-0.40221238696621914,0.707198953213001,0.2101402833609755,-0.26158750735377595,0.7290289586807999,0.7024127837503044,0.6981345621027398
0.2846703175406902,0.14405587506828624,0.8471842595966906,0.8678884991501682,0.7371553843173556,-0.2873119969932476,0.9088317936647021,1.0,0.7199415965157099,0.7364453028865184,0.8597267776431986,0.49451058040752927,0.7626868429641707,0.6584151878104821,0.7410963880391153,0.8440839093190956,0.5016175982988892,0.3170219864236962,0.7613775741367109,-0.4336068362122045,0.6576742354380988,0.3084115594193115,-0.2944931126869584,0.8102730534027599,0.7002703801639099,0.7375699980783091
0.7724592357121917,0.030113033277435777,0.8567388934503471,0.8595528582673487,0.9147682463619627,0.17505955381118832,0.6191175791632626,0.7199415965157099,1.0,0.9013992980176019,0.8908926049574707,0.5427096360105724,0.5152917730072464,0.44930735454345033,0.8577004081505816,0.9286489960855804,0.6855006600232396,0.5778239867474285,0.8049142797900769,-0.42055689666252255,0.7985352782459708,0.8132736720872538,0.1226498800400502,0.9243912436605508,0.7484218558694173,0.7608518996389475
0.7301324954193879,0.12099942926615997,0.9518076439679829,0.853236147899629,0.984040957208567,0.2921074335171147,0.6595393078817565,0.7364453028865184,0.9013992980176019,1.0,0.9446042749880691,0.7448955240114935,0.6977873046250592,0.3648848493697271,0.8686528234951445,0.9660215997789325,0.8362885389093232,0.7743212745335989,0.9380076728970848,-0.35972626863529394,0.8498463752202758,0.7866062625679008,0.2821808964220918,0.9470401092321787,0.9075756191075696,0.870554003436748
0.6302681483259678,0.16613484777892296,0.9732080403238053,0.8819160015685192,0.9492150340014293,0.08701372489252315,0.8204832056665322,0.8597267776431986,0.8908926049574707,0.9446042749880691,1.0,0.7030133090530435,0.7737046892969873,0.5429931238615893,0.9080477434635259,0.9854493931360729,0.7052616390470254,0.6412070258465141,0.9204829658135618,-0.4653927783376065,0.8818162035489417,0.6518866669559094,0.03290334031133693,0.9481011051724503,0.8840551473850694,0.861028499026604
0.628714414595485,0.42848357609087573,0.7387738426548185,0.5457321563147265,0.7517878863334635,0.37485828445813923,0.5773322385022854,0.49451058040752927,0.5427096360105724,0.7448955240114935,0.7030133090530435,1.0,0.763040082915422,0.18632664089466425,0.710995629470665,0.6814031680466582,0.7419377626493419,0.8837522639150341,0.8504877898941919,-0.09645729783139183,0.816442755071896,0.4725502228938346,0.4860136760348988,0.6551704315199743,0.8521197935731646,0.7694829666372787
0.34941343455093726,0.32739711267096794,0.8104423361777556,0.685599050381998,0.6677890739261103,-0.022888669184915285,0.837031237084587,0.7626868429641707,0.5152917730072464,0.6977873046250592,0.7737046892969873,0.763040082915422,1.0,0.38873614995805345,0.719100232647523,0.7136629174606854,0.6682367184252376,0.6111384421532374,0.8115792677077941,-0.08910099336845861,0.6913604922119337,0.28102075985948544,0.07908942564394925,0.6490061246466801,0.813433747640668,0.8146874402231956
-0.0023280417450286094,0.2623113719901428,0.47180565725293144,0.5519106889853279,0.42489273659631366,-0.3719421502963549,0.6470336318485689,0.6584151878104821,0.44930735454345033,0.3648848493697271,0.5429931238615893,0.18632664089466425,0.38873614995805345,1.0,0.4767106522628004,0.5157611654099735,0.008221382612505275,0.027175168338006442,0.40536375768831007,-0.5674884860895071,0.3928038743991518,0.07669978325256151,-0.5707170268906038,0.45368939877271797,0.24695444707278724,0.29900679906774774
0.7245169363012048,0.3453146664051754,0.8590934893757728,0.7558514423316776,0.867992560863244,0.14045734400680282,0.7511603261715872,0.7410963880391153,0.8577004081505816,0.8686528234951445,0.9080477434635259,0.710995629470665,0.719100232647523,0.4767106522628004,1.0,0.9006901587181748,0.6500057198360024,0.6243877582833421,0.8518925443669992,-0.281945928872936,0.8513135870496771,0.637956209870708,0.11717430134952606,0.862659783478132,0.8091625816826903,0.7830597152374232
0.660926833332683,0.1028778043768875,0.9663424492536734,0.9023168386926799,0.9712235817999599,0.11541767469432417,0.7715799203293748,0.8440839093190956,0.9286489960855804,0.9660215997789325,0.9854493931360729,0.6814031680466582,0.7136629174606854,0.5157611654099735,0.9006901587181748,1.0,0.740068658134325,0.6465503473966636,0.9200201386513417,-0.4705206578749476,0.856495709655745,0.7147128891930067,0.07791781557115082,0.9765817976860949,0.8798734383298312,0.8453022800295754
0.6767037270027065,0.011942900986150718,0.8020294860134355,0.7033989278607434,0.7956732611553575,0.4647299104140597,0.47188361673173546,0.5016175982988892,0.6855006600232396,0.8362885389093232,0.7052616390470254,0.7419377626493419,0.6682367184252376,0.008221382612505275,0.6500057198360024,0.740068658134325,1.0,0.8355348033047822,0.8446964202828166,-0.06899928948267212,0.7109564676224824,0.714344719926863,0.5516859432673641,0.7516570808710101,0.8582095025250948,0.8508817908265507
0.7255229952104407,0.20233243361337006,0.7078996885914742,0.5033501645746353,0.761087636051184,0.6305399992103231,0.3301241639523013,0.3170219864236962,0.5778239867474285,0.7743212745335989,0.6412070258465141,0.8837522639150341,0.6111384421532374,0.027175168338006442,0.6243877582833421,0.6465503473966636,0.8355348033047822,1.0,0.8021240340696308,-0.03558121461000546,0.7429794748638183,0.6840932417941253,0.6766432926161277,0.6187153605639721,0.7907588007015887,0.7472483703983943
0.6443914253738824,0.1995074263938702,0.9488274703185918,0.8410403199533554,0.9363615799775048,0.23231021416455838,0.7528303171517208,0.7613775741367109,0.8049142797900769,0.9380076728970848,0.9204829658135618,0.8504877898941919,0.8115792677077941,0.40536375768831007,0.8518925443669992,0.9200201386513417,0.8446964202828166,0.8021240340696308,1.0,-0.35753357912151074,0.8816808602872832,0.6402994749298605,0.2428003396066126,0.90022467205674,0.9292040675290361,0.8872017868714622
-0.038369780398826867,0.17786432073955855,-0.40039277119238315,-0.4225143486805603,-0.44899418207101177,0.20745871682896222,-0.40221238696621914,-0.4336068362122045,-0.42055689666252255,-0.35972626863529394,-0.4653927783376065,-0.09645729783139183,-0.08910099336845861,-0.5674884860895071,-0.281945928872936,-0.4705206578749476,-0.06899928948267212,-0.03558121461000546,-0.35753357912151074,1.0,-0.36303194326754445,-0.19106518594052585,0.42613747253623635,-0.4913648228268211,-0.22617721964508639,-0.17180229620315188
0.7750816977796237,0.31597925587579545,0.875838344471547,0.7484322113798269,0.8697280271919847,0.3607114221620235,0.707198953213001,0.6576742354380988,0.7985352782459708,0.8498463752202758,0.8818162035489417,0.816442755071896,0.6913604922119337,0.3928038743991518,0.8513135870496771,0.856495709655745,0.7109564676224824,0.7429794748638183,0.8816808602872832,-0.36303194326754445,1.0,0.6356268289119603,0.24193671345959666,0.8342908720628275,0.8464786128978588,0.8542034612894378
0.8408685064414071,-0.13577659596993766,0.6612817918386554,0.6177657074929959,0.7760286095099131,0.5297277211398226,0.2101402833609755,0.3084115594193115,0.8132736720872538,0.7866062625679008,0.6518866669559094,0.4725502228938346,0.28102075985948544,0.07669978325256151,0.637956209870708,0.7147128891930067,0.714344719926863,0.6840932417941253,0.6402994749298605,-0.19106518594052585,0.6356268289119603,1.0,0.4831795805201031,0.7307568716160839,0.6509852517826883,0.6119237355379472
0.5746656525774438,0.08671965441013291,0.11037137299355737,-0.02227340187154401,0.24885614153332128,0.7394080947224819,-0.26158750735377595,-0.2944931126869584,0.1226498800400502,0.2821808964220918,0.03290334031133693,0.4860136760348988,0.07908942564394925,-0.5707170268906038,0.11717430134952606,0.07791781557115082,0.5516859432673641,0.6766432926161277,0.2428003396066126,0.42613747253623635,0.24193671345959666,0.4831795805201031,1.0,0.10139358169563584,0.353928775494394,0.2707041087729754
0.6727030658844224,0.05869865623465776,0.9321709322011117,0.8988419735592258,0.9583338600375343,0.11349272536405597,0.7290289586807999,0.8102730534027599,0.9243912436605508,0.9470401092321787,0.9481011051724503,0.6551704315199743,0.6490061246466801,0.45368939877271797,0.862659783478132,0.9765817976860949,0.7516570808710101,0.6187153605639721,0.90022467205674,-0.4913648228268211,0.8342908720628275,0.7307568716160839,0.10139358169563584,1.0,0.8782742229842047,0.8139705725170052
0.6626119922590813,0.2021256554217491,0.9144428584063155,0.7821367419617019,0.8989213546696162,0.24058276553715507,0.7024127837503044,0.7002703801639099,0.7484218558694173,0.9075756191075696,0.8840551473850694,0.8521197935731646,0.813433747640668,0.24695444707278724,0.8091625816826903,0.8798734383298312,0.8582095025250948,0.7907588007015887,0.9292040675290361,-0.22617721964508639,0.8464786128978588,0.6509852517826883,0.353928775494394,0.8782742229842047,1.0,0.8890683265729955
0.6525203111609501,0.19040843331234625,0.9179328140714207,0.8030680384827821,0.8417993198797782,0.3083342043754971,0.6981345621027398,0.7375699980783091,0.7608518996389475,0.870554003436748,0.861028499026604,0.7694829666372787,0.8146874402231956,0.29900679906774774,0.7830597152374232,0.8453022800295754,0.8508817908265507,0.7472483703983943,0.8872017868714622,-0.17180229620315188,0.8542034612894378,0.6119237355379472,0.2707041087729754,0.8139705725170052,0.8890683265729955,1.0
